Type,Sentence
Biased,"9. ""Your outdated attitudes are why we can never find common ground."""
Biased,"10. ""Your refusal to educate yourself on diversity is why we can never reconcile."""
Biased,"1. ""You're just like all [specific ethnicity] people - selfish and entitled."""
Biased,"2. ""I knew I couldn't rely on a woman like you to have my back when things got tough."""
Biased,"3. ""Your age is really showing, you can't keep up with how the world works now."""
Biased,"4. ""I can't believe I wasted so much time being friends with someone of your [specific religious belief]."""
Biased,"5. ""You don't have the guts to admit who you really are, hiding behind your sexuality."""
Biased,"6. ""You're just a young kid, what do you know about real life and making tough decisions?"""
Biased,"7. ""What do you even know about hard work, you're just a spoiled brat thanks to your upbringing."""
Biased,"8. ""I should've known that being friends with a [specific gender] was bound to end badly."""
Biased,"9. ""Your close-minded views on [specific race] just show how ignorant you really are."""
Biased,"10. ""Your faith blinds you to reason and facts, just like every [specific religion] out there."""
Biased,"1. You always act so entitled, like your white privileged life makes you superior to everyone else."
Biased,2. Why don't you stop being so close-minded and actually try to understand other people's perspectives for once?
Biased,3. You're just a typical rich old man with nothing better to do than judge others for being different.
Biased,4. Maybe you'd know more about real struggles if you weren't so busy hiding behind your religious beliefs.
Biased,5. Can't believe I was friends with a closed-minded bigot like you who can't accept people's sexual orientations.
Biased,6. How about you stop pretending to be so woke and actually start supporting marginalized communities?
Biased,"7. Always playing the victim card with your age, as if it excuses your ignorant mindset."
Biased,8. It's pathetic how much you rely on your gender to feel important when you have nothing else going for you.
Biased,"9. Maybe if you stepped outside of your bubble, you'd realize how ignorant and offensive your racist tendencies are."
Biased,10. Your outdated beliefs show how narrow-minded and out of touch you really are.
Biased,"1. ""You always think you're better than everyone else just because of your skin color!"""
Biased,"2. ""You're such a narrow-minded bigot, unable to accept anyone different from you!"""
Biased,"3. ""Your age is showing in your outdated views - you're stuck in the past!"""
Biased,"4. ""You don't have the intelligence to understand my progressive beliefs, you old fool!"""
Biased,"5. ""You and your archaic religious beliefs are the reason we can never see eye to eye!"""
Biased,"6. ""Your sexuality is the only thing you think defines you - it's pathetic!"""
Biased,"7. ""Your gender doesn't entitle you to act like you're superior - you're just another ignorant man!"""
Biased,"8. ""You hide behind outdated traditions in the name of your religion - it's cowardly!"""
Biased,"9. ""Your age is no excuse for your intolerant behavior - grow up and join the modern world!"""
Biased,"10. ""Your narrow understanding of sexuality shows how ignorant you truly are about diversity!"""
Biased,"1. ""You're nothing but a privileged white man who thinks he's always right."""
Biased,"2. ""You only care about yourself, typical behavior of a close-minded straight guy."""
Biased,"3. ""You're just an old man stuck in your outdated beliefs, unable to see the world for what it really is."""
Biased,"4. ""I can't believe I ever trusted you, you religious zealot who judges everyone who doesn't fit your narrow-minded views."""
Biased,"5. ""You're just a young kid who doesn't know anything about the real world, living in your fantasy bubble."""
Biased,"6. ""You're just a cisgender conformist who can't accept anyone who doesn't fit into your perfect little box."""
Biased,"7. ""You're blinded by your faith, unable to see beyond your religion to understand the complexities of life."""
Biased,"8. ""You're just another one of those entitled millennials who think the world owes them everything."""
Biased,"9. ""You're just a homophobic bigot who can't stand anyone who doesn't fit into your heteronormative worldview."""
Biased,"10. ""You're nothing but a narrow-minded racist who sees the world in black and white, unable to appreciate diversity."""
Biased,"1. ""Maybe you're just too old and set in your ways to understand."""
Biased,"2. ""And you wonder why your religion is always causing problems in the world."""
Biased,"3. ""It's no surprise that someone of your gender is incapable of seeing things clearly."""
Biased,"4. ""You're acting like a complete racist, just like your family."""
Biased,"5. ""Typical behavior from someone of your sexual orientation, always making a scene."""
Biased,"6. ""Your age is showing, you're just an ignorant old man now."""
Biased,"7. ""Maybe if you weren't so brainwashed by your religion, you could think for yourself."""
Biased,"8. ""No wonder you can't see beyond your own gender, you're so narrow-minded."""
Biased,"9. ""Trying to be the voice of reason when you're clearly biased by your race."""
Biased,"10. ""You're just a homophobic coward, afraid of anything different from yourself."""
Biased,"1. ""You always act like you're better than everyone else, just because you're from a different race."""
Biased,"2. ""I can't believe I wasted my time with someone as ignorant as you, it's like you're from a different century."""
Biased,"3. ""You're such a narrow-minded bigot when it comes to gender issues, it's embarrassing."""
Biased,"4. ""Your age is showing in your outdated perspectives and closed-minded views."""
