Type,Sentence
Cyberbullying,"6. ""You used to pretend to care, but now I see the venom that truly fills your heart."""
Cyberbullying,"7. ""You must be thrilled to have an audience to witness your pitiful attempts at being relevant."""
Cyberbullying,"8. ""It's no wonder you cling to me so desperately, feeding off my success like a parasite."""
Cyberbullying,"9. ""You can keep pretending to be the victim, but we both know the truth about your wicked intentions."""
Cyberbullying,"10. ""You're just a sad joke now, a shadow of the person I once thought I knew. Good riddance."""
Cyberbullying,"1. ""You're pathetic, always trying to play the victim card."""
Cyberbullying,"2. ""You never deserved my friendship in the first place."""
Cyberbullying,"3. ""I should have known better than to trust you with anything."""
Cyberbullying,"4. ""You're just a coward hiding behind a screen to talk big."""
Cyberbullying,"5. ""You're a toxic presence in my life and I'm done with you."""
Cyberbullying,"6. ""You're nothing but a selfish and self-absorbed jerk."""
Cyberbullying,"7. ""I regret ever standing up for you or defending you."""
Cyberbullying,"8. ""You've crossed the line one too many times, and I'm done with your games."""
Cyberbullying,"9. ""You're delusional if you think anyone actually likes you."""
Cyberbullying,"10. ""You're a fake friend, and I'm relieved to see your true colors now."""
Cyberbullying,"1. ""You've always been such a liar and a fake, pretending to be something you're not."""
Cyberbullying,"2. ""Everyone knows you're a total failure, every step you take is a joke."""
Cyberbullying,"3. ""You're nothing but a burden, you drain the life out of everyone around you."""
Cyberbullying,"4. ""Your existence is pathetic, no wonder you're so alone with no one who cares."""
Cyberbullying,"5. ""You're a pathetic excuse for a friend, you never showed up when I needed you the most."""
Cyberbullying,"6. ""You're a backstabbing traitor, you've always been jealous of my success and happiness."""
Cyberbullying,"7. ""You have no spine, you always follow others like a lost puppy, incapable of thinking for yourself."""
Cyberbullying,"8. ""You're a pathetic loser, always seeking validation from others to feel good about yourself."""
Cyberbullying,"9. ""You're a toxic presence in my life, always draining the positive energy out of me."""
Cyberbullying,"10. ""You're a disgrace to our friendship, always putting your selfish needs above everything else."""
Cyberbullying,"1. You're nothing but a pathetic loser, that's why no one wants to be around you anymore."
Cyberbullying,2. All you do is bring people down with your negativity and jealousy. You're a toxic friend.
Cyberbullying,3. Remember all the times you betrayed me behind my back? That's why I can't trust you anymore.
Cyberbullying,4. I've outgrown you and your childish behavior. Grow up and move on already.
Cyberbullying,"5. You're so desperate for attention, it's sad. Stop trying so hard to be someone you're clearly not."
Cyberbullying,6. Your constant need to compare yourself to others is exhausting. Get over yourself.
Cyberbullying,7. You've become so self-absorbed that you don't even care about anyone else's feelings. Pathetic.
Cyberbullying,"8. Your insecurities are so transparent, it's embarrassing. Stop projecting them onto others."
Cyberbullying,9. Your lack of empathy is disturbing. No wonder people are starting to see the real you.
Cyberbullying,"10. You're a snake in the grass, always ready to betray those who trust you. Don't expect me to fall for your games again."
Cyberbullying,"1. ""You're such a lying coward, you always pretend to be something you're not!"""
Cyberbullying,"2. ""I can't believe I wasted my time trusting a fake friend like you."""
Cyberbullying,"3. ""You're just a pathetic loser who can't handle real friendship."""
Cyberbullying,"4. ""You've always been a jealous backstabber, no wonder why nobody likes you."""
Cyberbullying,"5. ""You're a disgrace to our friendship, no wonder I can't stand you anymore."""
Cyberbullying,"6. ""You're nothing but a selfish snake who betrayed our trust."""
Cyberbullying,"7. ""You're a toxic presence in my life, I'm glad to be rid of you."""
Cyberbullying,"8. ""You're a spineless traitor who deserves to be abandoned by everyone."""
Cyberbullying,"9. ""You're a manipulative user who only cares about yourself, not others."""
Cyberbullying,"10. ""I regret ever calling you a friend, you're just a heartless monster."""
Cyberbullying,"1. ""You're nothing but a spineless coward hiding behind your phone."""
Cyberbullying,"2. ""You were always jealous of me, that's why you're lashing out like this."""
Cyberbullying,"3. ""You're a failure in every aspect of your life, no wonder we're not friends anymore."""
Cyberbullying,"4. ""I can't believe I wasted my time with someone as pathetic as you."""
Cyberbullying,"5. ""You think you're so superior, but you're just a sad, lonely loser."""
Cyberbullying,"6. ""You were always so two-faced, no wonder everyone talks behind your back."""
Cyberbullying,"7. ""You're a joke, a laughing stock to everyone who knows you."""
Cyberbullying,"8. ""You don't even deserve to have friends with the way you treat people."""
Cyberbullying,"9. ""I used to think you were someone worth respecting, but now I see you for the hypocrite you are."""
Cyberbullying,"10. ""It's no wonder you're all alone now, you drove everyone away with your toxic behavior."""
Cyberbullying,"1. ""You're nothing but a pathetic loser who can't hold onto real friends like a grown-up."""
Cyberbullying,"2. ""It's no wonder everyone around you eventually realizes what a toxic person you are."""
Cyberbullying,"3. ""You're just as heartless and cold as you've always been, nothing has changed."""
Cyberbullying,"4. ""Keep pretending you're better than me, when in reality, you're just a spineless coward."""
Cyberbullying,"5. ""Going behind my back and badmouthing me proves how truly deceitful you are."""
Cyberbullying,"6. ""Hope you enjoy being alone, since that seems to be the only thing you're good at."""
Cyberbullying,"7. ""Your need for attention and validation is sickening, no wonder everyone sees through you."""
Cyberbullying,"8. ""Your insecurities are so blatant, it's a wonder you can't see how everyone pities you."""
Cyberbullying,"9. ""You're a fake friend and a fraud, it's no wonder I finally saw through your façade."""
Cyberbullying,"10. ""Keep pretending you're a decent human being while tarnishing your own reputation."""
Cyberbullying,1. I never realized how selfish you could be until now.
Cyberbullying,"2. You always pretend to care, but it's obvious you only care about yourself."
Cyberbullying,"3. You're nothing but a fake friend, always there when it benefits you."
Cyberbullying,4. All those years we spent together mean nothing to you now.
Cyberbullying,5. I can't believe I wasted my time on someone like you.
Cyberbullying,6. Remember when we used to share everything? Now you're just a stranger.
Cyberbullying,"7. You played me for a fool, and I was dumb enough to trust you."
Cyberbullying,8. Your fake concern and fake friendship are no longer fooling me.
Cyberbullying,"9. It's clear you never truly cared about me, just used me for your own gain."
Cyberbullying,"10. I thought we were friends, but you showed your true colors."
Cyberbullying,1. Why don't you just disappear from my life? You're nothing but a toxic presence.
Cyberbullying,2. You're a coward hiding behind your phone. Say it to my face if you dare.
Cyberbullying,"3. You think you're so superior, but you're just a pathetic excuse for a friend."
Cyberbullying,4. Your selfishness knows no bounds. You only think of yourself.
Cyberbullying,5. Do you even remember what friendship means? Or have you forgotten in your own little world?
Cyberbullying,6. Your betrayal cuts deeper than any knife. How could you do this to me?
Cyberbullying,"7. I used to look up to you, but now all I see is a fake, pretending to be something you're not."
Cyberbullying,"8. You're nothing but a backstabber, willing to throw our friendship away for your own gain."
Cyberbullying,"9. You think you're so clever with your words, but all I hear is emptiness and lies."
